track_id,album_listens,album_comments,artist_favorites,artist_comments,track_interest,track_favorites,track_listens
8555,6611,0,0,0,471,0,415
8556,6611,0,0,0,414,0,359
8557,6611,0,0,0,461,0,404
8558,6611,0,0,0,423,0,367
8559,6611,0,0,0,366,0,320
8560,6611,0,0,0,618,0,553
8561,6611,0,0,0,559,0,493
8565,8673,0,10,6,477,0,366
8566,8673,0,10,6,136,0,66
8567,8673,0,10,6,388,0,277
8568,8673,0,10,6,443,0,257
8569,8673,0,10,6,187,0,62
8570,8673,0,10,6,298,0,131
8571,8673,0,10,6,2259,1,1804
8572,8673,0,10,6,387,0,296
8573,8673,0,10,6,5047,0,4774
8574,8673,0,10,6,322,0,214
8575,8673,0,10,6,582,1,454
8576,1657,0,14,2,691,5,369
8577,1657,0,14,2,472,1,238
8578,1657,0,14,2,1265,7,820
8579,1657,0,14,2,738,2,241
8580,3587,0,4,0,1214,3,562
8581,3587,0,4,0,1397,0,639
8582,3587,0,4,0,1424,3,464
8583,3587,0,4,0,1320,0,573
8584,3587,0,4,0,1472,3,1369
8596,895,0,5,0,593,2,101
8627,-1,-1,7,0,2729,0,762
8628,-1,-1,7,0,2821,2,836
8629,-1,-1,7,0,2881,1,612
8630,-1,-1,7,0,6810,1,699
8631,-1,-1,7,0,3472,3,688
8632,-1,-1,7,0,2755,1,759
8633,-1,-1,7,0,2748,2,814
8634,-1,-1,7,0,2571,0,409
8635,-1,-1,7,0,2688,0,592
8636,-1,-1,7,0,3175,0,456
8637,-1,-1,7,0,3001,0,606
8638,-1,-1,7,0,2445,2,555
8639,-1,-1,7,0,2822,1,475
8640,-1,-1,7,0,2315,1,399
8641,-1,-1,7,0,3089,0,510
8642,9292,0,7,0,3199,0,470
8643,9292,0,7,0,2619,0,571
8644,9292,0,7,0,3065,0,618
8645,9292,0,7,0,2183,0,462
8646,9292,0,7,0,2272,0,374
8647,9292,0,7,0,2335,1,514
8648,9292,0,7,0,1899,0,433
8649,9292,0,7,0,2155,0,390
8650,9292,0,7,0,2629,0,585
8651,9292,0,7,0,3700,0,1272
8652,9292,0,7,0,2149,1,499
8653,9292,0,7,0,2131,0,454
8654,9292,0,7,0,4675,1,1417
8655,9292,0,7,0,2017,0,365
8656,9292,0,7,0,2921,0,515
8657,9292,0,7,0,2606,0,503
8658,9441,0,7,0,3128,1,990
8659,9441,0,7,0,3908,0,1056
8660,9441,0,7,0,3287,0,583
8661,9441,0,7,0,2646,0,768
8662,9441,0,7,0,2985,0,408
8663,9441,0,7,0,11384,1,859
8664,9441,0,7,0,2993,1,364
8665,9441,0,7,0,2992,0,530
8666,9441,0,7,0,2680,1,525
8667,9441,0,7,0,3836,2,678
8668,9441,0,7,0,2369,0,412
8669,9441,0,7,0,2466,0,454
8670,9441,0,7,0,2549,1,417
8671,9441,0,7,0,2058,0,254
8672,9441,0,7,0,2903,1,425
8673,9441,0,7,0,2661,1,513
8674,9441,0,7,0,3266,1,327
8685,2811,0,7,0,2050,0,251
8686,2811,0,7,0,2420,0,257
8687,2811,0,7,0,1829,0,261
8688,2811,0,7,0,2054,0,234
8689,2811,0,7,0,2236,0,271
8690,2811,0,7,0,2414,0,267
8691,2811,0,7,0,1740,0,337
8692,2811,0,7,0,1700,0,233
8693,2811,0,7,0,2229,0,412
8694,2811,0,7,0,2350,0,333
8737,3597,0,7,0,2899,0,272
8738,3597,0,7,0,2887,0,440
8739,3597,0,7,0,3492,0,316
8740,3597,0,7,0,3248,0,415
8741,3597,0,7,0,3633,0,306
8742,3597,0,7,0,2447,0,355
8743,3597,0,7,0,2052,0,322
8744,3597,0,7,0,2464,0,298
8745,3597,0,7,0,2666,0,316
8746,3597,0,7,0,3194,0,611
8747,13901,0,7,0,4776,0,785
8748,13901,0,7,0,3655,0,931
8749,13901,0,7,0,3592,0,880
8750,13901,0,7,0,4230,1,881
8751,13901,0,7,0,3979,0,751
8752,13901,0,7,0,3602,0,1126
8753,13901,0,7,0,4389,1,1940
8754,13901,0,7,0,4633,0,1759
8755,13901,0,7,0,3970,0,1390
8756,13901,0,7,0,5400,0,1573
8757,13901,0,7,0,3577,0,1025
8758,13901,0,7,0,3624,1,1163
8775,4482,0,7,0,5612,0,620
8776,4482,0,7,0,7180,0,598
8777,4482,0,7,0,7131,1,976
8778,4482,0,7,0,5787,0,713
8779,4482,0,7,0,5978,0,781
8780,4482,0,7,0,5534,0,879
8840,18118,0,11,0,5356,0,1512
8841,18118,0,11,0,7272,1,2369
8842,18118,0,11,0,5741,0,1220
8843,18118,0,11,0,3921,3,2369
8844,18118,0,11,0,3023,0,1187
8845,18118,0,11,0,3669,2,1850
8846,18118,0,11,0,5970,0,1345
8847,18118,0,11,0,2317,0,873
8848,18118,0,11,0,2143,1,790
8849,18118,0,11,0,2094,1,747
8850,18118,0,11,0,2581,1,1203
8851,18118,0,11,0,5500,1,2185
8852,18118,0,11,0,2490,1,715
8853,-1,-1,11,0,2403,1,685
8854,-1,-1,11,0,2571,2,1124
8855,-1,-1,11,0,2594,1,1020
8856,-1,-1,11,0,3477,1,1344
8857,-1,-1,11,0,2621,0,973
8858,-1,-1,11,0,2592,0,688
8859,-1,-1,11,0,3014,0,1003
8860,-1,-1,11,0,3352,1,1490
8861,-1,-1,11,0,2380,2,876
8862,-1,-1,11,0,4263,0,1600
8876,17961,1,11,0,3946,2,2238
8878,17961,1,11,0,3109,1,1708
8879,17961,1,11,0,4775,0,2479
8880,17961,1,11,0,3970,2,1852
8881,17961,1,11,0,3423,1,1638
8882,17961,1,11,0,5067,0,1723
8883,17961,1,11,0,5123,1,2838
8884,17961,1,11,0,3084,0,1449
8885,17961,1,11,0,4979,0,2216
8907,29964,2,92,26,5441,5,2959
8908,29964,2,92,26,13591,16,5789
8909,29964,2,92,26,6913,12,3693
8910,29964,2,92,26,11074,7,5740
8911,29964,2,92,26,12075,8,6379
8912,29964,2,92,26,6069,6,2215
8913,29964,2,92,26,9734,11,3354
8914,1691,0,2,0,1125,9,901
8915,1053,0,16,0,527,2,374
8916,1053,0,16,0,505,2,269
8917,1255,0,16,0,516,2,421
8918,1255,0,16,0,433,4,351
8919,1646,0,22,0,1854,9,1646
8920,1255,0,16,0,566,5,491
8921,1691,0,89,1,1046,5,802
8922,1053,0,16,0,527,2,421
8923,4647,0,1,0,953,1,955
8924,4647,0,1,0,1233,2,594
8925,4647,0,1,0,1660,1,425
8926,4647,0,1,0,1183,0,735
8927,4647,0,1,0,1564,0,564
8928,4647,0,1,0,644,1,366
8929,4647,0,1,0,1066,3,596
8930,4647,0,1,0,1464,0,421
8931,14696,0,19,1,1454,6,887
8932,14696,0,19,1,2133,3,1316
8933,14696,0,19,1,2078,4,1476
8934,14696,0,19,1,2898,5,1790
8935,14696,0,19,1,2955,4,1908
8936,14696,0,19,1,2504,5,1809
8937,14696,0,19,1,1971,3,1449
8938,14696,0,19,1,953,2,430
8939,14696,0,19,1,1654,4,1040
8940,14696,0,19,1,2604,3,1618
8941,4875,0,0,0,5007,0,4875
8942,196308,1,17,0,44822,19,42936
8943,196308,1,17,0,23901,4,22505
8944,196308,1,17,0,22509,17,23450
8945,196308,1,17,0,23503,1,22302
8946,196308,1,17,0,14885,4,13509
8947,196308,1,17,0,16315,3,14443
8948,196308,1,17,0,31421,5,29671
8949,196308,1,17,0,23043,7,21512
8950,196308,1,17,0,13679,4,12832
8951,2621,0,1,0,1379,2,608
8952,2621,0,1,0,968,0,343
8953,2621,0,1,0,1068,0,380
8954,2621,0,1,0,1677,0,638
8956,2621,0,1,0,1834,1,660
8963,4156,0,11,1,1693,3,838
8964,4156,0,11,1,1730,7,747
8965,4156,0,11,1,1613,7,945
8966,4156,0,11,1,1235,6,529
8967,4156,0,11,1,1069,5,551
8968,4156,0,11,1,1230,4,549
8971,18981,1,47,2,1793,6,1244
8972,18981,1,47,2,2657,10,3570
8973,18981,1,47,2,5259,17,9557
8974,18981,1,47,2,9666,13,1955
8975,18981,1,47,2,2311,7,2425
8981,4575,0,1,0,1107,0,492
8982,4575,0,1,0,1392,0,407
8983,4575,0,1,0,1873,0,381
8984,4575,0,1,0,561,0,190
8985,4575,0,1,0,778,1,266
8986,4575,0,1,0,771,0,233
8987,4575,0,1,0,1077,0,171
8988,4575,0,1,0,810,0,252
8989,4575,0,1,0,976,1,420
8990,4575,0,1,0,697,0,278
8991,4575,0,1,0,1036,1,441
8992,4575,0,1,0,1662,0,576
8993,4575,0,1,0,1152,0,523
8994,2091,0,13,0,3562,9,2090
8996,97866,0,8,0,2888,3,2510
8997,97866,0,8,0,3298,1,2236
8998,97866,0,8,0,3364,1,1670
8999,97866,0,8,0,3408,0,1426
9000,97866,0,0,0,2086,0,751
9001,97866,0,0,0,2254,0,712
9002,97866,0,1,0,1949,0,785
9003,97866,0,1,0,1619,0,425
9004,97866,0,1,0,1906,0,410
9005,97866,0,8,0,2620,0,1158
9006,97866,0,8,0,2436,0,1123
9007,97866,0,0,0,1793,0,1054
9008,97866,0,0,0,1469,0,926
9009,97866,0,0,0,1093,0,408
9010,97866,0,0,0,1179,0,360
9011,97866,0,0,0,1242,0,786
9012,97866,0,0,0,1299,0,624
9013,97866,0,1,0,948,0,575
9014,97866,0,1,0,1059,0,534
9015,97866,0,1,0,2691,0,831
9016,97866,0,1,0,1156,0,251
9017,97866,0,1,0,1095,0,219
9018,97866,0,1,0,2306,0,317
9019,97866,0,0,0,1060,0,635
9020,97866,0,0,0,1422,0,581
9021,97866,0,0,0,949,0,451
9022,97866,0,0,0,910,0,371
9023,97866,0,0,0,1122,0,328
9024,97866,0,0,0,1053,0,267
9025,97866,0,0,0,1019,0,235
9026,97866,0,0,0,937,0,432
9027,97866,0,0,0,962,0,340
9028,97866,0,1,0,926,0,366
9029,97866,0,1,0,1366,0,437
9030,97866,0,1,0,1741,0,577
9031,97866,0,1,0,1182,0,331
9032,97866,0,0,0,1393,1,882
9033,97866,0,0,0,958,1,400
9034,97866,0,0,0,1110,0,399
9035,97866,0,0,0,1038,0,299
9036,97866,0,0,0,967,0,274
9037,97866,0,0,0,923,0,247
9038,97866,0,8,0,1458,1,931
9039,97866,0,8,0,1137,1,318
9040,97866,0,8,0,1944,0,440
9041,97866,0,8,0,1337,0,312
9042,97866,0,8,0,1092,0,232
9043,97866,0,8,0,954,0,182
9044,97866,0,8,0,956,0,165
9045,97866,0,8,0,899,0,187
9046,97866,0,8,0,904,0,220
9047,97866,0,0,0,948,0,281
9048,97866,0,0,0,907,0,288
9049,97866,0,0,0,982,0,302
9050,97866,0,0,0,1079,0,233
9051,97866,0,0,0,889,0,213
9052,97866,0,0,0,1364,0,248
9053,97866,0,5,0,805,0,260
9054,97866,0,0,0,778,0,292
9055,97866,0,0,0,1116,0,371
9056,97866,0,0,0,1032,0,258
9057,97866,0,0,0,968,0,241
9058,97866,0,18,0,5010,5,2806
9059,97866,0,0,0,878,0,406
9062,97866,0,0,0,1157,0,414
9064,97866,0,0,0,1669,2,797
9065,97866,0,0,0,1310,0,586
9066,97866,0,0,0,1918,1,992
9068,97866,0,3,0,15359,1,14189
9069,97866,0,3,0,608,0,237
9070,97866,0,3,0,1876,0,462
9071,97866,0,3,0,1031,0,309
9072,97866,0,3,0,1097,0,232
9073,97866,0,3,0,1173,0,187
9074,97866,0,3,0,1321,0,212
9075,97866,0,0,0,925,0,213
9076,97866,0,0,0,671,0,214
9077,97866,0,0,0,1955,0,621
9078,97866,0,10,0,802,3,369
9079,97866,0,10,0,1917,0,644
9080,97866,0,0,0,787,1,273
9081,97866,0,0,0,1979,0,601
9082,97866,0,0,0,811,0,298
9083,97866,0,0,0,712,0,247
9084,97866,0,0,0,871,0,221
9085,97866,0,0,0,1071,0,232
9086,97866,0,0,0,1932,0,490
9087,97866,0,0,0,1174,0,211
9088,97866,0,111,3,1734,4,665
9089,97866,0,111,3,3245,2,848
9090,97866,0,111,3,4290,2,1149
9091,97866,0,111,3,3575,3,1040
9092,97866,0,111,3,2171,2,496
9093,97866,0,0,0,1461,0,249
9094,97866,0,0,0,951,0,202
9095,97866,0,7,0,1592,0,224
9096,97866,0,7,0,2268,0,476
9097,97866,0,7,0,2407,0,305
9098,97866,0,0,0,1475,0,173
9099,97866,0,0,0,1833,0,278
9100,97866,0,0,0,1798,0,203
9101,97866,0,0,0,1264,0,175
9102,97866,0,0,0,1588,0,417
9103,97866,0,58,1,1629,1,483
9104,97866,0,58,1,1901,0,538
9105,97866,0,58,1,1534,0,451
9106,97866,0,58,1,5348,1,2273
9107,97866,0,58,1,1186,2,713
9108,97866,0,58,1,1166,1,383
9109,97866,0,58,1,1368,1,471
9110,97866,0,0,0,1231,0,260
9111,97866,0,0,0,2965,0,558
9112,97866,0,0,0,1960,0,366
9113,97866,0,2,0,800,0,353
9114,97866,0,2,0,1768,0,559
9115,97866,0,0,0,1295,0,288
9116,97866,0,0,0,1194,0,227
9117,97866,0,0,0,1688,0,261
9118,97866,0,0,0,2571,0,536
9119,97866,0,0,0,991,0,220
9120,97866,0,0,0,985,1,200
9121,97866,0,0,0,2051,0,471
9122,97866,0,1,0,1261,0,216
9123,97866,0,1,0,3026,0,505
9124,97866,0,1,0,2485,0,371
9125,97866,0,4,0,1308,0,383
9126,97866,0,4,0,2283,0,596
9127,97866,0,4,0,1647,0,328
9128,97866,0,4,0,2391,0,425
9129,97866,0,1,0,1160,0,195
9130,97866,0,1,0,2122,0,454
9131,97866,0,0,0,1105,0,206
9132,97866,0,0,0,1129,1,238
9133,97866,0,0,0,2482,0,527
9134,97866,0,24,0,1844,1,418
9135,97866,0,0,0,2000,1,544
9136,97866,0,0,0,2720,0,504
9137,97866,0,0,0,1244,0,277
9138,97866,0,0,0,1721,0,477
9139,97866,0,0,0,1932,0,408
9140,97866,0,5,0,2650,3,1164
9141,97866,0,5,0,2670,2,951
9142,97866,0,0,0,3073,1,1146
9143,97866,0,0,0,2386,0,688
9144,97866,0,1,0,2461,1,919
9145,97866,0,1,0,2534,1,824
9146,97866,0,1,0,2380,0,517
9147,97866,0,4,0,3180,4,1017
9148,97866,0,0,1,2608,0,1051
9149,97866,0,0,1,2942,2,2111
9150,97866,0,0,0,3558,3,5592
9151,6404,0,1,0,3599,1,1592
9152,4666,0,4,0,3858,1,1925
9153,9992,0,26,0,11202,2,9639
9154,8923,3,16,2,3995,3,2854
9155,3124,0,1,0,2318,1,751
9156,-1,-1,1,0,379,2,314
9161,-1,-1,1,0,2239,1,1353
9169,428,0,3,1,870,0,282
9170,428,0,3,1,758,0,152
9172,912,0,2,0,254,0,221
9173,912,0,2,0,172,0,122
9174,912,0,2,0,149,0,98
9175,912,0,2,0,183,0,134
9176,912,0,2,0,171,0,117
9177,912,0,2,0,167,0,109
9178,912,0,2,0,165,1,112
9179,838,0,111,3,957,3,878
9181,25,0,0,0,50,0,27
9182,166,0,0,0,184,0,171
9185,65,0,0,0,95,0,67
9186,25835,0,38,0,27885,11,27060
9187,1376,0,4,0,401,1,354
9188,1376,0,4,0,444,1,458
9189,1376,0,4,0,267,1,231
9190,1376,0,4,0,187,0,130
9191,1376,0,4,0,159,0,96
9192,1376,0,4,0,219,0,161
9193,597,0,10,0,1485,4,598
9194,1536,0,1,0,2673,3,2090
9195,1439,1,12,0,254,1,214
9196,1439,1,12,0,167,1,120
9197,1439,1,12,0,205,0,155
9198,1439,1,12,0,161,1,113
9199,1439,1,12,0,142,0,94
9200,1439,1,12,0,140,0,93
9201,1439,1,12,0,176,2,140
9202,1439,1,12,0,120,0,78
9203,1439,1,12,0,256,0,208
9204,1439,1,12,0,160,1,96
9205,894,0,14,0,958,3,893
9209,-1,-1,10,0,431,5,310
9210,320,1,24,0,1507,2,321
9212,20972,0,11,0,4784,1,1752
9213,20972,0,11,0,3156,4,1707
9214,20972,0,11,0,5399,1,2629
9215,20972,0,11,0,4197,1,2145
9216,20972,0,11,0,3708,1,1722
9217,20972,0,11,0,5114,1,2107
9218,20972,0,11,0,3051,0,1346
9219,20972,0,11,0,5077,0,2335
9221,20972,0,11,0,7386,7,3910
9222,20972,0,11,0,3437,0,1690
9223,17,0,0,0,39,0,19
9234,14159,0,11,0,5295,0,1699
9235,14159,0,11,0,4545,1,1056
9236,14159,0,11,0,3073,1,797
9237,14159,0,11,0,3339,0,835
9238,14159,0,11,0,23738,1,2328
9239,14159,0,11,0,4042,0,1280
9240,14159,0,11,0,4790,0,1770
9241,14159,0,11,0,4362,0,1425
9242,14159,0,11,0,3943,0,840
9243,14159,0,11,0,6236,2,2312
9244,14642,0,11,0,5562,1,2121
9245,14642,0,11,0,5258,0,1992
9246,14642,0,11,0,3324,0,1021
9247,14642,0,11,0,4526,1,1825
9248,14642,0,11,0,4752,1,1169
9249,14642,0,11,0,4113,1,1205
9250,14642,0,11,0,3129,2,805
9251,14642,0,11,0,4318,1,1391
9252,14642,0,11,0,3835,1,1158
9253,14642,0,11,0,5790,0,2162
9254,30079,3,27,4,9850,11,2937
9255,30079,3,27,4,7032,4,2512
9256,30079,3,27,4,10757,11,4297
9257,30079,3,27,4,9362,3,3722
9258,30079,3,27,4,5779,1,1832
9259,30079,3,27,4,4440,0,1339
9260,30079,3,27,4,6522,4,1604
9261,30079,3,27,4,5952,1,1628
9262,30079,3,27,4,38061,51,8492
9263,30079,3,27,4,7794,3,1890
9264,12908,0,27,4,6831,2,1713
9265,12908,0,27,4,5944,0,1546
9266,12908,0,27,4,5944,1,1287
9267,12908,0,27,4,9854,4,1823
9268,12908,0,27,4,7904,0,1713
9269,12908,0,27,4,6203,0,1207
9270,12908,0,27,4,8522,4,3729
9271,18975,0,2,0,6395,0,2737
9272,18975,0,2,0,5222,0,1797
9273,18975,0,2,0,6179,0,2052
9274,18975,0,2,0,4974,1,1277
9275,18975,0,2,0,4955,0,1375
9276,18975,0,2,0,5377,0,1444
9277,18975,0,2,0,5402,1,1784
9278,18975,0,2,0,5166,1,5269
9279,18975,0,2,0,4537,4,1413
9280,5098,0,0,0,132,0,101
9281,5098,0,0,0,128,0,98
9282,5098,0,0,0,343,0,288
9283,5098,0,0,0,125,0,78
9284,5098,0,0,0,156,0,117
9285,5098,0,0,0,112,0,76
9286,5098,0,0,0,103,0,71
9287,5098,0,0,0,142,0,95
9288,5098,0,0,0,166,0,102
9289,5098,0,0,0,71,0,31
9290,5098,0,0,0,82,0,45
9291,5098,0,0,0,143,0,96
9292,5098,0,0,0,72,0,32
9293,5098,0,0,0,84,0,47
9294,5098,0,0,0,76,1,42
9295,5098,0,0,0,78,0,37
9296,5098,0,0,0,233,2,158
9297,5098,0,0,0,157,0,48
9298,5098,0,0,0,81,0,40
9299,5098,0,0,0,175,0,130
9300,5098,0,0,0,185,0,105
9301,5098,0,0,0,85,0,33
9302,5098,0,0,0,91,0,53
9303,5098,0,0,0,74,0,39
9304,5098,0,0,0,81,0,43
9305,5098,0,0,0,131,0,92
9306,5098,0,0,0,108,0,67
9307,5098,0,0,0,1048,0,977
9308,5098,0,0,0,95,0,56
9309,5098,0,0,0,151,0,106
9310,5098,0,0,0,98,0,54
9311,5098,0,0,0,114,0,68
9312,5098,0,0,0,253,0,211
9313,5098,0,0,0,136,0,96
9314,5098,0,0,0,191,0,154
9315,5098,0,0,0,124,0,90
9316,5098,0,0,0,1171,1,1052
9317,5098,0,0,0,80,0,45
9318,5098,0,0,0,151,0,105
9319,8798,0,1,0,3586,2,940
9320,8798,0,1,0,2524,0,603
9321,8798,0,1,0,3956,1,1041
9322,8798,0,1,0,3358,0,726
9323,8798,0,1,0,2365,0,778
9324,8798,0,1,0,4281,0,1142
9325,8798,0,1,0,3166,1,714
9326,8798,0,1,0,2990,0,526
9327,8798,0,1,0,4262,1,673
9328,8798,0,1,0,3239,1,1096
9329,8798,0,1,0,2309,0,715
9330,310,0,0,0,376,1,311
9331,19,0,0,0,53,0,20
9332,372,0,14,0,506,4,372
9333,274,0,30,0,369,0,275
9334,26,0,1,0,62,0,27
9335,83,0,0,0,109,0,86
9336,250,0,0,0,109,0,66
9337,250,0,0,0,98,0,49
9338,250,0,0,0,73,0,38
9339,250,0,0,0,103,0,55
9340,250,0,0,0,90,0,46
9343,217,0,0,0,269,1,217
9344,662,0,0,0,1308,2,661
9345,336,0,0,0,119,0,76
9346,336,0,0,0,124,0,91
9347,336,0,0,0,91,0,48
9348,336,0,0,0,95,0,60
9349,336,0,0,0,107,0,66
9350,740,0,0,0,64,0,35
9351,740,0,0,0,86,1,33
9352,740,0,0,0,64,0,32
9353,740,0,0,0,77,0,38
9354,740,0,0,0,146,0,97
9355,740,0,0,0,106,0,54
9356,740,0,0,0,84,0,45
9357,740,0,0,0,239,0,185
9358,740,0,0,0,92,0,47
9359,740,0,0,0,89,0,50
9360,740,0,0,0,122,0,81
9361,740,0,0,0,97,0,59
9362,375,0,7,0,445,1,375
9363,19913,0,32,3,4274,0,2087
9364,19913,0,32,3,5046,0,1914
9365,19913,0,32,3,4788,0,1804
9366,19913,0,32,3,6543,4,2367
9367,19913,0,32,3,4000,1,1168
9368,19913,0,32,3,6704,0,2845
9370,19913,0,32,3,3502,0,595
9371,19913,0,32,3,6483,0,898
9372,19913,0,32,3,3602,3,659
9373,19913,0,32,3,4604,0,1132
9374,19913,0,32,3,3596,0,634
9375,19913,0,32,3,3605,1,768
9376,19913,0,32,3,3283,1,505
9377,19913,0,32,3,3382,0,792
9378,19913,0,32,3,4473,0,1042
9379,45,0,0,0,71,0,47
9380,19913,0,32,3,4169,1,1064
9381,846,0,2,0,923,0,850
9382,2555,0,32,3,3984,0,1005
9383,2555,0,32,3,5876,0,999
9384,2555,0,32,3,3889,1,570
9385,23157,0,32,3,5404,3,1553
9386,23157,0,32,3,4673,0,1288
9387,23157,0,32,3,5893,3,1670
9388,23157,0,32,3,3588,0,631
9389,23157,0,32,3,18126,19,13330
9390,23157,0,32,3,3365,0,925
9391,23157,0,32,3,3774,0,694
9392,23157,0,32,3,4499,4,758
9393,23157,0,32,3,4655,0,1879
9394,23157,0,32,3,5090,0,1311
9395,49,0,1,0,77,0,53
9396,49,0,0,0,75,1,57
9397,560,1,1,0,404,1,560
9398,2258,0,2,1,2456,4,2260
9399,104,0,2,0,127,1,112
9400,3233,0,0,0,3863,4,3235
9401,250,0,2,0,291,4,258
9402,329,0,19,1,505,1,363
9403,33182,0,32,3,4648,7,1006
9404,33182,0,32,3,5095,4,1156
9405,33182,0,32,3,19419,36,10698
9406,33182,0,32,3,6277,8,1022
9407,33182,0,32,3,18742,29,12003
9408,33182,0,32,3,6723,1,2125
9409,33182,0,32,3,4537,3,937
9410,33182,0,32,3,4997,2,822
9411,33182,0,32,3,6913,12,1623
9412,33182,0,32,3,6829,2,1619
9413,33182,0,32,3,4294,2,1099
9414,176,0,0,0,192,1,189
9415,6568,0,32,3,4628,5,877
9416,6568,0,32,3,6474,4,1033
9417,6568,0,32,3,5531,5,789
9418,6568,0,32,3,5191,0,865
9419,6568,0,32,3,8340,1,3056
9420,740,0,0,0,880,1,758
9421,32089,0,32,3,5606,0,1840
9422,32089,0,32,3,3715,0,572
9423,32089,0,32,3,35344,9,28985
9424,32089,0,32,3,5387,1,1952
9425,32089,0,32,3,3668,1,746
9426,32089,0,32,3,3714,0,669
9427,32089,0,32,3,2752,2,405
9428,32089,0,32,3,3248,0,382
9429,32089,0,32,3,7294,2,1939
9430,32089,0,32,3,3461,0,801
9431,32089,0,32,3,3326,0,418
9432,13418,0,32,3,3294,2,1119
9433,13418,0,32,3,2987,1,333
9434,13418,0,32,3,7151,3,2140
9435,13418,0,32,3,3606,1,952
9436,13418,0,32,3,3082,0,402
9437,13418,0,32,3,2709,0,363
9439,13418,0,32,3,3597,0,749
9440,13418,0,32,3,4001,0,936
9441,13418,0,32,3,5596,1,1880
9442,13418,0,32,3,5416,2,1222
9443,13418,0,32,3,4130,0,670
9445,13418,0,32,3,3573,1,455
9446,13418,0,32,3,2549,2,342
9447,13418,0,32,3,3849,0,475
9448,13418,0,32,3,3053,0,357
9449,13418,0,32,3,4597,2,1158
9450,120,0,16,1,805,1,120
9451,15779,0,32,3,4749,0,1327
9452,15779,0,32,3,5246,1,971
9453,15779,0,32,3,2939,0,701
9454,15779,0,32,3,7578,3,2454
9455,15779,0,32,3,2848,0,590
9456,15779,0,32,3,2823,1,544
9457,15779,0,32,3,2945,1,591
9458,15779,0,32,3,2662,0,565
9459,15779,0,32,3,3146,0,641
9460,15779,0,32,3,3661,1,585
9461,15779,0,32,3,2811,1,550
9463,15779,0,32,3,3162,1,961
9464,15779,0,32,3,3548,3,1071
9466,15779,0,32,3,2429,1,827
9467,15779,0,32,3,3506,0,948
9468,5990,0,2,0,14668,7,5988
9469,15779,0,32,3,3542,2,775
9470,15779,0,32,3,3273,2,1859
9471,1304,0,1,0,764,4,1305
9472,363,0,50,4,563,2,363
9473,1044,0,0,0,1441,1,1044
9474,3725,0,2,0,4778,5,3725
9475,8923,3,16,2,4906,2,1470
9476,6404,0,1,0,1675,2,1240
9477,37452,0,26,0,3327,3,3004
9478,3124,0,1,0,1026,1,166
9479,3124,0,1,0,742,1,285
9480,4666,0,4,0,463,1,142
9483,15954,0,26,0,17407,5,15058
9484,12255,0,8,0,3225,3,2367
9485,12255,0,8,0,2819,1,1851
9486,12255,0,8,0,4131,7,3174
9487,12255,0,8,0,2489,2,1858
9488,12255,0,8,0,2931,2,1449
9489,12255,0,8,0,2724,3,1653
9490,4666,0,4,0,1665,1,476
9491,12046,0,13,0,2195,8,2433
9492,10478,0,13,0,1220,6,1140
9493,20992,0,13,0,1710,6,1232
9494,7055,0,22,4,7029,14,5034
9499,37452,0,26,0,1443,1,1110
9505,37452,0,26,0,1422,1,1145
9510,8086,0,22,4,4327,6,2793
9511,7124,0,52,1,7184,60,7401
9512,4152,0,6,0,4203,29,4248
9513,9763,0,35,3,11922,32,9844
9514,1716,0,9,0,875,0,570
9515,1716,0,9,0,687,0,229
9516,1716,0,9,0,1050,2,472
9517,1716,0,9,0,1524,0,237
9518,1716,0,9,0,944,0,216
9519,115,0,1,0,333,0,45
9520,115,0,1,0,246,0,31
9521,115,0,1,0,421,0,41
9522,236,0,6,0,444,1,235
9524,45551,0,5,1,18340,6,9296
9525,45551,0,5,1,14483,10,8710
9526,45551,0,5,1,14689,13,7824
9527,45551,0,5,1,12030,7,6196
9529,45551,0,5,1,13540,9,6581
9530,45551,0,5,1,13202,4,7357
9534,1834,0,2,0,547,2,214
9535,1834,0,2,0,522,0,217
9536,1834,0,2,0,480,0,136
9537,1834,0,2,0,534,0,147
9538,1834,0,2,0,459,0,135
9539,1834,0,2,0,515,0,122
9540,1834,0,2,0,819,0,195
9541,1834,0,2,0,568,0,141
9542,1834,0,2,0,727,0,150
9543,1834,0,2,0,645,0,213
9544,1834,0,2,0,525,0,184
9545,134,0,0,0,245,0,134
9546,2370,0,42,1,1104,1,974
9547,2370,0,42,1,1331,2,636
9548,2370,0,42,1,1492,3,416
9549,2370,0,42,1,1110,2,350
9550,26375,0,43,2,4014,8,3393
9551,26375,0,43,2,2315,4,1615
9552,26375,0,43,2,2297,7,1743
9553,26375,0,43,2,2967,6,2293
9554,26375,0,43,2,1724,4,1328
9555,26375,0,43,2,4099,7,2795
9556,26375,0,43,2,1649,3,1056
9557,26375,0,43,2,5140,6,3567
9558,26375,0,43,2,1235,4,878
9559,26375,0,43,2,4277,5,3264
9560,26375,0,43,2,4543,5,2825
9561,26375,0,43,2,2790,6,2050
9581,118785,2,20,0,10519,31,10834
9582,118785,2,20,0,8774,18,7533
9583,118785,2,20,0,7452,13,5910
9584,79346,0,20,0,1934,7,1132
9585,79346,0,20,0,2158,5,1530
9586,79346,0,20,0,1747,3,905
9587,79346,0,20,0,2287,3,1089
9590,10366,0,9,0,835,2,560
9595,10366,0,9,0,608,0,165
